,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio
3136,0.2479338842975206,0.12000000000000001,0.1927710843373494,0.09815950920245399,0.053156146179401995,0.12847222222222224,0.25806451612903225,0.13090418353576183,0.4108527131782944,0.16853932584269665,0.4057971014492754,0.3587021038053156,0.07805231295078643,0.12424533165960248,0.8397099354772708
2612,0.23966942148760328,0.11333333333333333,0.44578313253012053,0.2883435582822086,0.07475083056478406,0.14930555555555555,0.37557603686635943,0.2562174667437809,0.6124031007751936,0.1292134831460674,0.26086956521739135,0.28478345958142426,0.018717239455781912,0.3661621984503263,0.8450200561898118
1215,0.1900826446280991,0.21333333333333332,0.0963855421686747,0.018404907975460124,0.09966777408637875,0.03472222222222222,0.04377880184331798,0.16175053017158447,0.5426356589147283,0.29213483146067415,0.30434782608695654,0.5000778210116731,0.310672112311599,0.028200069429518155,0.6864108352144473
1909,0.23140495867768585,0.12666666666666665,0.15060240963855423,0.03834355828220859,0.07142857142857142,0.1388888888888889,0.41935483870967744,0.0846346635820332,0.4031007751937983,0.10112359550561799,0.4782608695652175,0.23412534150177994,0.19826053318358122,0.05162934349388139,0.8243614892505464
3726,0.16528925619834706,0.08666666666666666,0.1927710843373494,0.015337423312883437,0.059800664451827246,0.12847222222222224,0.20506912442396313,0.04530557162136262,0.39534883720930214,0.40449438202247184,0.63768115942029,0.4521400778210116,0.43297222141760566,0.026761885100734396,0.8514064219528779
3033,0.2479338842975206,0.15333333333333332,0.05421686746987952,0.012269938650306747,0.051495016611295685,0.1909722222222222,0.32027649769585254,0.0981299402352036,0.3643410852713176,0.1348314606741573,0.28985507246376807,0.43560982154836975,0.39825623497378565,0.017445078499723033,0.7976905957018552
3148,0.2479338842975206,0.10666666666666665,0.20481927710843376,0.06901840490797545,0.04817275747508305,0.10416666666666666,0.2142857142857143,0.09620204357046447,0.4031007751937983,0.1348314606741573,0.5507246376811596,0.34803285776048415,0.1221300036974498,0.08834896008029411,0.856684793761544
2510,0.22314049586776852,0.07333333333333332,0.1927710843373494,0.012269938650306747,0.051495016611295685,0.10416666666666666,0.2903225806451613,0.0981299402352036,0.4961240310077515,0.1797752808988764,0.4057971014492754,0.25421530479896237,0.4309301045679692,0.019106606661177288,0.8919852750137505
1908,0.28925619834710736,0.17333333333333334,0.12650602409638556,0.03987730061349694,0.0681063122923588,0.04513888888888888,0.2995391705069124,0.12512049354154797,0.4108527131782944,0.12359550561797754,0.3188405797101448,0.09613183794918746,0.17209179387654602,0.04727598006327037,0.7920945953931433
5110,0.23966942148760328,0.3533333333333333,0.12650602409638556,0.016104294478527608,0.17940199335548176,0.13541666666666669,0.5391705069124424,0.1289762868710227,0.3023255813953485,0.19662921348314605,0.18840579710144945,0.17250324254215305,0.3121160333163926,0.02131770802634604,0.5504967066358271
